name,ABA_routing,bank_country,account_number,IBAN,swift11,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Daniel Silva,077500119,GB,AELM87886120545369,GB10MHUB16502958869923,MXUOGBAEL5Q,8,98.56,1,0,Surburban,1,Web,Buy One Get One,0,0.9704430066665465
Cynthia Martinez,050800247,GB,FYWN31080852730580,GB30HIPE47561366310118,GXEPGBP9L9H,2,46.09,0,1,Urban,0,Web,No Offer,0,0.28502389857133326
Peter Hayes,089743281,GB,ZNBZ31279973537303,GB03VZIM49212526589259,NFUEGBKIC1M,7,38.9,0,1,Surburban,1,Web,Buy One Get One,0,0.8584911096468303
Veronica Wade,048642190,GB,CXNE94315503388722,GB45XYPH87752147580093,HTQOGBWP8ML,2,201.98,1,0,Urban,0,Phone,No Offer,0,1.354160074005729
Joshua Mcdonald,077184962,GB,AJLB72865729035151,GB92JESA81928875980687,CXIPGBR70HX,7,29.99,1,0,Urban,0,Web,No Offer,0,1.3040851137709737
Erica Dougherty,016987609,GB,EMMW29604350656340,GB41PYPR56566514992277,LJESGBRFCIQ,11,99.05,1,0,Urban,1,Phone,No Offer,0,1.6338120778374972
Craig Conley,092519046,GB,AVSX84963423796741,GB29JZPG25240409471126,NSIYGBY38S2,9,69.9,1,0,Surburban,1,Web,Buy One Get One,0,0.570185114735019
Ricardo James,035656568,GB,AHGQ54911631083677,GB37FBML06610118732913,XKUOGBLJP25,4,93.36,1,0,Surburban,1,Phone,No Offer,0,1.0413889957359375
Ryan Kaiser,114207427,GB,DIRN99951897710488,GB16WHOT89934219407331,VPEUGBPFWO6,10,88.37,0,1,Urban,0,Phone,Buy One Get One,1,2.0203907749368524
Eric Ward,012896503,GB,CCZX78210454132788,GB20OELP40363545399648,DZZOGBAJW6C,7,229.53,1,0,Surburban,0,Web,Discount,1,1.8733532149016954
Wesley Serrano,031131786,GB,BKHD44253312386700,GB13SZCJ83019938544379,IGAIGBTG5AQ,6,265.2,1,0,Surburban,0,Phone,Discount,0,0.6950577160805649
Corey Gibbs,028439488,GB,FKQP26113414388454,GB16LLVC20139137893735,XOZBGBWS6EA,9,201.75,1,1,Surburban,0,Phone,Buy One Get One,0,1.3152637782774224
Jack Stewart,100095148,GB,EXSF55214927967066,GB54KUSF53990800290383,KPHYGBEFJ9B,9,135.02,1,0,Surburban,1,Web,Buy One Get One,0,1.0329007797251282
Calvin Garza DVM,110230430,GB,RIXX64392718325325,GB02XQQJ77923382043915,IQFYGBXHK47,6,343.82,1,0,Urban,0,Web,No Offer,1,2.0873174333508335
Stephanie Gordon,048718493,GB,ZYXL73267366820068,GB12BGVH95650313510329,AZUQGB6SYL4,12,29.99,1,0,Urban,1,Web,Discount,0,0.3522161045880009
Scott Hull,112593887,GB,RJVS63595157184135,GB48KIHY95192375708951,OLTAGBMHR7Q,11,223.39,1,0,Rural,1,Phone,Buy One Get One,0,0.5074682604180112
Vincent Gay DDS,026046271,GB,MZEU78337862080128,GB13WHTA21868022584236,ZGSDGBKUKU8,2,576.02,0,1,Surburban,1,Web,Buy One Get One,0,1.6260705271971907
Veronica Velasquez,025045655,GB,YFTC04775611317861,GB35ABZF03471409967980,ZQEWGBYHGR4,8,167.05,0,1,Urban,0,Phone,No Offer,0,0.6147569179086123
Michael Garcia,091081313,GB,JQOR10736937953072,GB65HDFT37073995968982,DGUTGBXUIWU,3,43.0,1,0,Urban,0,Phone,No Offer,0,0.14923101380376558
Martin Atkins,096859595,GB,CQHE69406322683865,GB80GUTK92505466722487,CSTUGBHLBY6,9,44.29,1,0,Urban,1,Phone,No Offer,0,1.0330162635940459
Brian Williams,076807169,GB,SAFR04746304149116,GB96KJKB88196213804120,JSYCGBA47OD,2,243.5,1,1,Surburban,0,Phone,Discount,0,0.00439186351913623
Michelle Smith,103708500,GB,SSGO30370427993114,GB18RUUA96179668347003,JJZPGB6V40O,8,254.17,1,1,Urban,0,Multichannel,Discount,0,0.8762715488674517
Derek Price,060832823,GB,MOJC37927068178784,GB14KPTW03376195336019,UZJKGBB3C2S,2,103.33,1,0,Rural,1,Phone,No Offer,0,0.4357351057187403
Tammy Terry,054492787,GB,SICJ58565451126689,GB35QVMY34019656473303,VXFFGBOXM51,1,283.63,0,1,Surburban,1,Phone,Discount,0,0.9449146175930678
Kimberly Garcia,074879568,GB,FIDN29245772146262,GB90CKOX19354977807046,IFRZGBY3JT2,7,612.28,1,0,Surburban,1,Phone,Buy One Get One,0,1.9842703666770865
Lisa Tyler,129642035,GB,GGTY71665713369037,GB57ANLK69383191228125,MVZOGB4XH2Q,3,249.71,1,0,Surburban,0,Phone,No Offer,0,1.5677663535420399
David Martin,091255356,GB,JZWY74171893034729,GB32JXOG10237584822071,VYUHGB37J03,1,524.37,1,0,Urban,1,Phone,No Offer,0,0.9853481815834065
Diane Johnson,093935409,GB,BTWM94426150500374,GB39VVKB73998809821387,FKBKGBK07EU,5,403.95,0,1,Rural,0,Web,Discount,0,0.6238460192072008
Regina Mcgrath,042186005,GB,KBCW10589784256018,GB41YFWW85158774791598,JLKGGB04CDQ,1,470.65,1,0,Urban,0,Phone,Discount,0,1.1591592911780446
Diana Montes,116765640,GB,QBIV24650176762275,GB75KCHH38648556420468,AFILGBSZLHP,6,569.14,0,1,Surburban,1,Web,No Offer,0,1.2099686307304718
Shirley Rice,089557710,GB,NFWJ50096361748118,GB86IEPJ32837789565814,WAARGB12K7X,8,267.25,0,1,Surburban,0,Phone,Discount,0,1.1692528153378827
Frank Murray,126500015,GB,ETQM44187950115946,GB94ESFK30721525856397,PNEPGBYPQMX,10,29.99,1,0,Surburban,1,Web,No Offer,0,1.4750037638971831
Todd Johnson,108563821,GB,YXFC69055854566298,GB04MDNB17046177855564,JGDQGBQQR4H,2,29.99,0,1,Surburban,0,Phone,Discount,0,0.34842939986713517
Cynthia Morgan,090971084,GB,TLYY60874571508907,GB07HXZJ39938885923342,BTNBGBDMU5N,5,247.82,1,0,Urban,0,Phone,Discount,0,0.5869704649435981
Pamela Massey,052824768,GB,KKFY49957846180799,GB63EGKX92639434158538,CRUAGBAQ8DY,2,82.59,1,0,Surburban,0,Phone,Buy One Get One,0,0.7757243021317644
William Martin,102049503,GB,VIGC20703269854972,GB54KNNZ89718167358639,VOPYGBTJEEW,1,188.89,0,1,Surburban,1,Web,No Offer,0,0.9126888342983052
Brandon Woods,040984445,GB,HYBV59159741725975,GB45VXBS26433855869982,BILRGBITBSY,7,29.99,1,0,Surburban,0,Web,No Offer,0,1.6374449101658084
Shannon King,076218428,GB,IRXC99685047867615,GB81GCXD61335998124781,QVJIGBCK06V,3,143.93,0,1,Surburban,0,Phone,Buy One Get One,0,1.0038724832584622
Victor Vega,051758725,GB,AJBS35595246347460,GB07MSWX12930792499229,BZSGGBIZKCT,5,728.99,1,0,Urban,1,Web,Discount,0,0.9153094243580846
Ryan Tucker,091450067,GB,ZRKN49941307239343,GB40YGUL99651769284378,DUNBGBC5BML,10,375.34,1,0,Rural,0,Web,No Offer,0,0.6588220205267235
Keith Roach,058637551,GB,YLNR44338151192397,GB06LRIG62973081669576,GVAHGBT1J22,1,30.08,1,0,Surburban,0,Web,Buy One Get One,0,1.1415715748929445
Carl Chavez,081939695,GB,ARQK36027564009999,GB64PADP05431994832180,YTZKGB9MW90,6,107.42,0,1,Urban,1,Web,No Offer,0,0.7946419951085969
Amy Robinson,071458209,GB,HGIG18487673215744,GB19JGQU92197575790288,MVSEGBAL6Y4,5,244.34,0,1,Urban,1,Web,Discount,0,0.6008719081397845
Timothy Bell,089703810,GB,BYPO97860718454410,GB11ZMXE14541574362820,NGLOGBSHPM2,8,575.62,1,1,Urban,1,Multichannel,Discount,0,1.029528698695759
Jeanette Wright,092335796,GB,JJGX54062850056137,GB12NMHV84628271735547,LRWBGBTEGY0,7,462.7,0,1,Surburban,1,Multichannel,No Offer,0,1.0602242040519991
Elizabeth Richardson,106397633,GB,VRXS10750677367024,GB55YQZY22291247782756,JNUDGBSFPC1,9,34.75,1,0,Urban,1,Web,No Offer,0,0.28428786563716346
Wesley Williams,023271269,GB,YPFQ67561891797623,GB61VVFF18858162762454,CADVGBJH75W,8,138.62,0,1,Urban,1,Web,Buy One Get One,0,1.6064593074064324
Seth Horton,076861477,GB,RHVG59403318667810,GB66UISB17867750498936,BIMWGBB9NMF,11,29.99,0,1,Rural,0,Web,Discount,0,1.3424386959580161
Joel Bender,108141175,GB,UWSL00884722820937,GB66VOQI54307533741127,EGLAGBLM7KH,3,1118.27,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.7427287751166618
Tiffany White,087967043,GB,FSCM49232332653023,GB12QPNJ88715772276126,DQDMGBMJ8XG,12,618.13,1,1,Urban,1,Phone,No Offer,0,1.2075301491763994
Monica Brown,050632619,GB,VHEK52658179906858,GB59HSMH01430149533194,TRKCGBJTONR,3,141.2,0,1,Surburban,1,Phone,No Offer,0,0.807149201886165
Michael Schneider,079290647,GB,FNNT05730405661031,GB32DLOK09416806211778,WBCNGBZCZL6,1,304.38,1,0,Surburban,0,Web,Discount,0,0.570116926126586
Tracey York,069946040,GB,TUQN02506944977789,GB92RZTM31654941608688,KFUDGB5A0C7,7,221.71,0,1,Rural,1,Web,Buy One Get One,0,0.7628042718337438
Jennifer Collins,121929934,GB,UFDT52111965040067,GB23UDTW99439785070726,ASHUGBMSUZ5,9,157.76,1,0,Urban,0,Phone,Buy One Get One,0,1.3396834912140894
Jennifer Collins,121929934,GB,UFDT52111965040067,GB23UDTW99439785070726,ASHUGBMSUZ5,7,157.63,1,0,Urban,1,Phone,Discount,0,0.39900478709767695
Terry Schultz,100001912,GB,IGWJ72766903945173,GB78YPCK99131052351850,VECLGB2FUCI,11,236.97,1,1,Urban,1,Phone,Discount,0,1.316213798866058
Kelly Sandoval,112957261,GB,WIYC98658348070754,GB65JUNC46598366738946,GPJSGBTTWMJ,7,151.91,0,1,Surburban,1,Web,Buy One Get One,0,1.6021783079370615
Shannon Miller,030507751,GB,NQUR77346359061178,GB98PDFH94152725763681,JJOMGBDQCTC,2,66.6,1,0,Urban,1,Phone,Buy One Get One,0,1.2759456997255196
Shannon Miller,030507751,GB,NQUR77346359061178,GB98PDFH94152725763681,JJOMGBDQCTC,3,66.47,1,0,Rural,1,Web,Discount,0,1.4766756999518706
James Crane,033496610,GB,GFJH91425975230601,GB54NPYN19215633683600,SIWIGBVK036,9,157.41,0,1,Urban,0,Web,No Offer,0,1.1941722139855058
James Marks,041041390,GB,IGGL80680490878557,GB63PLOD13372175882246,WQKAGBD8WM2,3,29.99,0,1,Urban,1,Web,No Offer,0,1.0126106397151948
Dennis Duncan,081355415,GB,XCDO86742147802911,GB58PXPU45922643442394,CFLBGBZHIV6,10,29.99,1,0,Rural,0,Web,Discount,0,0.8858478884632454
Robert King,114438131,GB,ZGPA02160414274927,GB63ISGG64169282943880,GSTGGBUCIX2,12,145.27,1,0,Urban,1,Web,Discount,0,2.2171489152181607
Jennifer Tran,115169865,GB,VWDO26090819864750,GB20CPSI91776154316235,FHDVGBBX2XW,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.9778393908458962
Michael Flores,037205878,GB,MLTB81242299106344,GB78SUMG10145679236339,QFJSGB9KJT1,4,241.42,0,1,Rural,1,Multichannel,No Offer,0,1.4347854095884431
Michele Schmidt,089753161,GB,SDNU12200887437819,GB79BBQF89243768480021,MVTRGBJ9WFK,12,271.89,1,0,Rural,0,Web,Discount,0,1.8137891796456356
Christopher Lawson,057184791,GB,OTVZ74487668854001,GB24BWWC37353985855468,HFJOGBGT9ZG,5,568.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.9524111971755194
Richard Lopez,088593487,GB,CXLP26298303832567,GB54VKHC58257815169690,DJZCGB1S6FP,1,513.83,0,1,Surburban,1,Multichannel,Discount,0,1.5665207697863084
Jason Carter,080080833,GB,LRNZ32699763697797,GB13DJVC61436021719180,BLICGB169QP,6,464.17,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.813342937592692
Nicole Ortiz,059611356,GB,LPIC92955151334052,GB96UTQR40959864331033,AILCGB0SZ4T,4,320.17,0,1,Urban,1,Phone,Discount,0,0.5787848328486391
Michael Santos,034322958,GB,AJMZ70851074281433,GB73OEEH31813173826687,QBKHGB10M31,6,447.01,0,1,Urban,1,Web,Buy One Get One,0,1.0632693548299024
Jose Hunter,068613358,GB,JNPP12176646612806,GB93FJTO70256284116870,KRJIGBPOMGH,1,357.56,0,1,Surburban,0,Phone,No Offer,0,1.3098255889487824
Nicole Brooks,124934845,GB,YBOH92481272825159,GB45QIQE14625893525331,YDANGBDREMQ,7,32.42,1,0,Surburban,0,Phone,No Offer,0,0.889799296643504
Charles Brown,083707809,GB,GTSJ15845183783574,GB91LHIP40905275724930,OFJXGBSOZHV,7,968.65,1,1,Surburban,1,Web,Buy One Get One,0,1.0947228969244986
Lisa White,051823320,GB,BTKV06500424996054,GB68UKGU40382282846147,GALVGBAV37B,1,290.03,1,1,Urban,0,Web,No Offer,1,1.1439569638748144
Lisa White,051823320,GB,BTKV06500424996054,GB68UKGU40382282846147,GALVGBAV37B,1,269.99,1,1,Urban,0,Multichannel,Discount,0,0.6580461432325464
Jennifer Branch,044240169,GB,QZQI59679874218400,GB31ZIXF16011763855924,SHQEGBRL5JT,1,478.49,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.1411469592766916
Jasmine Bryant,114052300,GB,UQOT42290233070363,GB85WWVC18647941530470,VDHAGB4M3Z9,3,39.83,0,1,Urban,1,Phone,Discount,1,2.6402771685816937
Kara Powell,081799259,GB,JGNH74225584540373,GB93FVVH53511950880312,OZRRGB2QALE,5,207.31,1,0,Urban,0,Phone,Buy One Get One,0,1.7033163201793484
David Nash,058209837,GB,QIEJ84106021084181,GB12ORRF97125157821620,YRPWGBCJPO8,1,114.68,1,0,Rural,0,Web,Discount,0,1.086200899818974
Lori Santiago,037405461,GB,XUVI24000746034386,GB80DIYD97503582676580,GCDOGB3T2C1,11,297.25,0,1,Urban,1,Phone,Buy One Get One,0,1.3708176230152171
Joseph Meyers,107476951,GB,EQQP88670275202529,GB40CFRR65877944254183,JXTQGBPNQNX,1,767.3,1,1,Surburban,1,Phone,No Offer,1,2.8290708625245995
John Garcia,125377100,GB,EEDH89740247523095,GB22BCVA83135970361673,RFOHGB0DQMV,5,29.99,0,1,Urban,0,Web,Discount,0,1.2480317618730936
Gregory Smith,038578229,GB,YDBE10978652169947,GB81KKFY87424242830021,CKGWGB6UH52,11,160.04,1,0,Rural,0,Web,Discount,0,1.1866590756815754
Christopher Deleon,064641573,GB,BTAY83168072903912,GB93VHEG58583350863474,XCAXGB3T9KF,9,239.91,0,1,Rural,0,Phone,No Offer,0,0.7257054966552923
Richard Daniel,021368682,GB,VFGH93527533520482,GB44EGOU84098176148564,HBMJGB1IKK3,2,112.13,1,0,Urban,1,Web,Buy One Get One,0,0.29547702230799977
Taylor Stone,072300220,GB,YWBI16756133916629,GB61PDAN09205621032492,YVFFGBTJ4UY,2,454.04,1,0,Surburban,0,Web,Buy One Get One,0,0.38726384575812745
Robyn Johnson,119696664,GB,ZUZI98227859624412,GB19MDGV04026638110813,HMVAGB9558U,6,92.32,0,1,Urban,0,Phone,Discount,0,1.4343364485187313
Dawn Sparks,026738372,GB,CMFK20076667675235,GB40JJSQ81440809285269,SDEOGBQADP8,8,346.57,1,0,Urban,1,Web,No Offer,0,1.7126616771325658
Jamie Gomez,086331654,GB,GSCM11102662825113,GB60FSSD47970702447616,PJCCGB46W02,4,52.12,1,0,Urban,0,Phone,Discount,0,0.41529196888550723
Jennifer James,053286855,GB,EFPN52125001345190,GB55PPJQ73361238419585,GEBCGB8027F,9,189.33,1,0,Urban,1,Phone,No Offer,0,1.4704022464256947
Charles Davis,072458745,GB,ZFBI95250970036522,GB87BRAW34773926997552,LNBQGBKUU8W,1,514.52,0,1,Surburban,1,Web,Discount,0,0.581958767436597
Joseph Anderson,062558228,GB,TRII19645601268450,GB70NKQL28924952956740,NRREGBSDNDS,5,354.03,1,0,Urban,0,Web,Discount,0,0.9020590056291563
Annette Daugherty,109922351,GB,MYEW73591994362868,GB72YDEZ62088615352440,CFVLGBOCX5J,3,105.08,1,0,Rural,0,Phone,No Offer,0,0.8900064502592412
Michelle Wiley,047817861,GB,NNNH05387808001931,GB21PKTZ41635432246250,HDRZGBL5GDR,10,161.43,0,1,Surburban,1,Web,No Offer,1,1.960436945552836
Katelyn Shaw,113916641,GB,RBHT71297961242594,GB33PWRL46150126819160,LYHXGB2V23E,1,806.91,1,1,Surburban,1,Multichannel,Buy One Get One,1,0.8176792304255323
Danny Nelson,057255235,GB,KXCB85520588396746,GB14XXCB98838067230574,GBIZGB25CZJ,4,78.24,1,0,Surburban,0,Web,No Offer,0,1.4157647099122752
Melissa Williams,093839851,GB,IFCU89295955820621,GB94KSCW48216041302071,GREZGBD667Q,6,1462.5,1,0,Urban,1,Phone,Buy One Get One,0,1.0001087341057198
