name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Nathan Robinson,6510 Mooney Ports,Christopherborough,39075,176-038-1984,"Librarian, academic",1,407.09,1,0,Surburban,0,Web,No Offer,0,1.6493552752349894
Amy Simon,0711 Joshua Radial,Michaelbury,91856,860-773-3157x8113,Claims inspector/assessor,1,142.4,0,1,Surburban,0,Phone,No Offer,0,0.5523406674066993
David Brock,83855 Arnold Port Suite 690,Garyfurt,49224,142-418-4827x618,"Production assistant, television",1,29.99,0,1,Urban,1,Web,Discount,0,0.7900719053391152
Krista Chen,517 Russell Ford Suite 408,Port Thomasfurt,22395,534.019.8211x7889,Higher education careers adviser,12,284.54,1,1,Surburban,0,Web,Discount,0,1.335666603135296
Scott Young,40415 Charles Vista,West Deanna,47091,001-559-132-5769x0263,Planning and development surveyor,2,60.2,0,1,Surburban,1,Web,No Offer,0,0.5853472496937292
Timothy Jackson,79923 Long Mountain Suite 388,Lake Stephanieland,69999,715-121-7930x98474,"Engineer, civil (consulting)",4,1089.77,1,0,Urban,1,Multichannel,Discount,0,0.5954914061186813
Alexander Jones,599 Love Island Apt. 273,Kathleenchester,75163,818-229-3431,"Programmer, multimedia",7,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.9661002510121127
Dalton Parker,7842 Charles Ports Suite 246,South Gregoryview,26636,420-977-9466,"Editor, commissioning",1,747.31,0,1,Rural,1,Web,Buy One Get One,0,0.6367695505349182
Laura Garrison,0275 Wesley Ridge Suite 815,New William,57243,(405)060-0806,"Sales professional, IT",6,136.63,1,0,Urban,1,Web,Buy One Get One,0,0.8595541743863407
Kenneth Wells,9337 Christine Burgs Apt. 803,East Connieview,18191,001-297-134-8948,"Research officer, political party",10,29.99,1,0,Rural,1,Web,Buy One Get One,0,0.7419763976526983
Scott Pratt,10339 Mcneil Summit Apt. 444,North Gary,45558,5290856511,Minerals surveyor,11,54.11,1,0,Urban,1,Web,Buy One Get One,0,1.1196901921323332
Brian Turner,466 James Locks Apt. 655,Davisborough,12342,993-847-1955x374,Youth worker,1,790.36,1,1,Urban,1,Multichannel,Discount,0,1.2496719848063365
Charles Cantrell,813 Zamora Key,Nancyfort,78859,(011)748-0906x54705,"Psychologist, educational",4,36.49,1,0,Urban,1,Web,No Offer,0,0.9605032778803173
Ann Hernandez,6347 Humphrey Shoals,Blanchardhaven,43821,+1-796-872-0070x315,Proofreader,12,271.89,1,0,Rural,0,Web,Discount,0,0.15256359522732776
Brandi Andrews,755 Simmons Mall,South Megan,11742,974.925.8440,Secretary/administrator,5,399.46,1,0,Surburban,0,Web,Buy One Get One,0,0.8440422789060248
Amy Brown,089 Jennifer Loaf,Shannonburgh,46656,672-741-6858,"Scientist, clinical (histocompatibility and immunogenetics)",3,39.83,0,1,Urban,1,Phone,Discount,1,2.6159891701645948
Susan Duran,88390 Mullins Mall,West Garrett,43739,001-834-068-9488,"Scientist, marine",10,153.58,1,0,Surburban,0,Phone,Buy One Get One,0,0.9140833715549677
Cristina Butler,787 Scott Park,Brownside,02183,+1-933-509-8553x111,Diagnostic radiographer,5,269.99,1,1,Surburban,0,Phone,Discount,0,0.3521674585441119
Samantha Brown,636 Gonzalez Loaf Suite 090,North Scott,29092,985-897-5264,Facilities manager,2,29.99,1,0,Urban,1,Web,Buy One Get One,0,0.6692734456764048
Joseph Brooks,9153 Doyle Parkway,Charlesstad,78185,730-905-5246x27839,Equities trader,4,292.61,1,0,Surburban,0,Multichannel,No Offer,0,1.4275725900397265
Matthew Mccarty,599 Kelly Pass,Richborough,53971,072.370.6898x227,"Investment banker, corporate",2,576.02,0,1,Surburban,1,Web,Buy One Get One,0,1.1333677139757783
Joshua Tucker,407 Chandler Locks,New Joseph,04107,7918658682,"Engineer, civil (contracting)",6,29.99,1,0,Surburban,0,Web,No Offer,0,0.8827495987056081
John Wells,12614 Lozano Mills Apt. 542,Clarkton,70239,712-581-1318x2472,Stage manager,9,116.3,1,0,Rural,1,Web,Discount,1,2.528996296887467
Miss Susan Cook,25868 Rios Radial,Willisfort,29300,465-784-6775,Holiday representative,5,29.99,1,0,Surburban,0,Web,No Offer,0,0.5162528617982303
Denise Taylor,645 Robert Fort Suite 615,South Dannybury,55989,873.737.1995x78631,Forest/woodland manager,3,29.99,0,1,Urban,1,Web,No Offer,0,0.3491286125165547
Jasmine Choi,4833 Ruth Causeway Apt. 732,New Carrieburgh,78932,038-829-4423,"Surveyor, planning and development",7,968.65,1,1,Surburban,1,Web,Buy One Get One,0,0.8541729380037879
Suzanne Vincent,3766 Crystal Manors Suite 186,Hallberg,53864,413.705.6926,Proofreader,7,39.78,0,1,Surburban,0,Web,Discount,0,0.48352550723046395
Gail Peterson,7529 Courtney Neck,South Joseville,20416,352.428.0797x669,Careers information officer,9,311.81,1,0,Urban,0,Multichannel,Buy One Get One,1,1.372785840036725
William Rosales,85251 Jensen Pine,North Jennifer,76155,468.902.1694,Retail merchandiser,1,720.17,1,1,Urban,1,Phone,Discount,0,0.49741969641479944
Veronica Donaldson,4297 Lisa Park Apt. 070,New Amandaburgh,12464,+1-492-293-6509,"Scientist, research (physical sciences)",4,69.08,0,1,Urban,0,Phone,Discount,0,1.235658837361433
Michael Palmer,51899 Sarah Rapids Suite 807,Charlestown,73951,9889823869,Graphic designer,12,80.56,1,0,Urban,0,Web,Buy One Get One,0,0.2964733956250263
Miranda Mitchell,9175 Allen Junctions,Ebonyport,76999,503.266.8894x156,Illustrator,1,301.19,1,0,Surburban,1,Web,No Offer,0,0.7490111706340811
Charles Silva,7276 Shawn Walks Suite 859,Orrberg,85417,744-659-9470x98600,Higher education lecturer,10,307.64,0,1,Urban,0,Multichannel,Discount,0,0.6938828938117461
William Zimmerman,386 Tami Views,Christianchester,99036,+1-943-413-3943,Meteorologist,7,481.56,1,0,Surburban,0,Web,Discount,0,1.4053483402258096
Barbara Lee,2755 Murphy Mountain,East Jamieton,07538,001-526-524-3972,Commercial art gallery manager,10,29.99,0,1,Surburban,0,Web,No Offer,0,0.4394864567312674
Antonio Guerrero,3991 Haley Divide Apt. 595,Turnerberg,79530,771.083.6234,"Geologist, wellsite",1,895.43,0,1,Surburban,1,Web,Buy One Get One,0,0.7790883706670744
Jesse Hill,66736 Armstrong Parkways,Lake Theresa,40101,416.759.4107x58756,"Lighting technician, broadcasting/film/video",5,425.1,1,0,Rural,1,Phone,Discount,0,0.6722215273086514
Martin Sharp,2027 Hurley Haven,Lake Markport,22825,116.339.7050x688,Fitness centre manager,10,36.28,1,0,Urban,1,Web,No Offer,0,1.1242591116800402
Corey Webb,70915 Kayla Unions,New Cameronton,20220,(317)053-8128x7348,"Psychologist, occupational",4,413.46,0,1,Rural,0,Phone,Buy One Get One,0,0.42435614299488034
Matthew Beltran,9125 Brittany Plains,Courtneyton,13869,+1-620-679-8541x58103,Fisheries officer,7,32.42,1,0,Surburban,0,Phone,No Offer,0,0.781046795719484
Wendy Jones,813 Davis Extensions,Dannyview,36683,(948)012-3779x47138,Probation officer,10,170.32,1,0,Urban,1,Phone,Buy One Get One,0,0.6450257193535761
Beth Tate,992 Ronald Tunnel Apt. 915,Jasonhaven,67383,435-947-3937x409,Arts administrator,1,150.93,1,0,Surburban,0,Web,No Offer,0,0.9174249564765322
Rodney Combs,5200 Deborah Lights,Erikborough,57434,164-940-3006x642,Sports coach,11,223.39,1,0,Rural,1,Phone,Buy One Get One,0,1.5024792906380626
Kathleen Lindsey,594 Kramer Village,New Andre,97037,(584)842-9201,Control and instrumentation engineer,1,506.51,1,0,Urban,1,Multichannel,No Offer,0,0.8497776798500303
Kathleen Ochoa,7397 Lisa Spur,New Andrea,39023,+1-667-520-3310x208,Web designer,8,575.62,1,1,Urban,1,Multichannel,Discount,0,1.1182066975242266
Theresa Martin,974 John Fork,Dennisfurt,28447,207-118-8604,Chartered loss adjuster,3,29.99,0,1,Surburban,0,Web,Buy One Get One,1,2.453100112992661
Scott Edwards,95053 Baker Lock Suite 010,Morrisonfurt,80644,058.254.8020,Surgeon,2,145.76,0,1,Surburban,1,Web,No Offer,1,2.2371749797657006
Amber Little,91537 Kimberly Highway Suite 173,New Cassandra,11897,(796)291-8859x5320,IT consultant,1,29.99,1,0,Rural,1,Phone,Buy One Get One,0,0.6531424530206014
Renee Lopez,7720 Cantu Vista Apt. 413,Mcgeeshire,54641,(934)624-6332,Lexicographer,8,428.0,1,0,Surburban,1,Multichannel,No Offer,0,1.1481785991836462
Nicholas Snyder,286 Nathan Views Apt. 580,Karlaport,16037,(427)116-7980x184,Archivist,6,604.39,1,1,Urban,1,Phone,No Offer,0,1.3701478777354354
John Lawrence,54715 Alison Unions,Evanston,75362,001-987-636-8030x15443,Accommodation manager,8,171.88,1,0,Surburban,0,Phone,No Offer,0,0.7669392765730622
Kevin Myers,231 Marshall Mission Suite 925,Roseland,57742,001-012-206-9428x2865,Operational researcher,4,370.86,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.280901248945785
Ashley Hicks,68939 Debbie Plaza,Joshuastad,60799,+1-708-152-7150x9039,Public relations officer,8,138.62,0,1,Urban,1,Web,Buy One Get One,0,0.9827051598656565
Kevin Valdez,6029 Tricia Dale,Stewartshire,67014,(005)405-6303x74204,Air cabin crew,7,29.99,1,0,Surburban,1,Web,Discount,0,1.3918681630597902
Kayla Kramer,01531 Case Mills Apt. 339,Davisfurt,01476,+1-924-756-7954x7443,Engineering geologist,1,209.98,1,0,Surburban,0,Web,No Offer,1,2.121826754280691
James White,93664 Kathleen Groves Apt. 072,Christopherland,81476,758-009-8137x359,Public relations officer,3,166.0,0,1,Urban,0,Web,No Offer,0,1.774312816165132
Jacob Diaz,01899 Williams Lodge Suite 276,Lisaview,93581,(752)495-1917x977,Counsellor,10,88.37,0,1,Urban,0,Phone,Buy One Get One,1,1.772911427796204
Nicholas Pierce,3014 Parks Inlet,Port Troy,17012,892-113-8920x43481,"Psychologist, occupational",8,336.76,0,1,Surburban,0,Phone,Discount,0,0.09152669218354692
Matthew Johnson,04869 Wood Inlet Suite 763,Milesborough,12774,222.159.9118x0956,Call centre manager,1,60.71,0,1,Rural,1,Phone,Buy One Get One,0,0.9982456493714114
Alicia Lopez,856 Billy Skyway,Robinsonfort,21402,238-563-1650x2296,Broadcast journalist,4,356.73,0,1,Surburban,0,Web,No Offer,0,1.2199074283303932
Julie Reyes,18034 Patterson Pike,West Lisa,38833,+1-947-215-5277,Claims inspector/assessor,4,52.12,1,0,Urban,0,Phone,Discount,0,1.0371190182551744
Kenneth Payne,397 Mary Route Suite 307,Lake Lisabury,08508,850-089-1842x88024,"Engineer, electrical",7,406.7,0,1,Surburban,1,Phone,Discount,0,1.2223413450719616
Bryan Lane,673 Willie Squares Apt. 545,East Jennifer,22981,4854956640,Naval architect,6,277.81,1,0,Surburban,1,Multichannel,No Offer,0,0.9614755655834413
Jay Medina,6148 Stewart Isle,Butlerfort,86878,0516971027,Public relations officer,1,181.98,0,1,Urban,1,Web,Discount,0,1.0651808711460122
Alexandria Wyatt,134 Amber Lodge,Port Douglas,15970,001-956-636-2419x92889,Politician's assistant,2,112.13,1,0,Urban,1,Web,Buy One Get One,0,1.2090935841371793
Jennifer Fischer,94641 Joshua Haven Apt. 183,Bruceborough,82758,+1-674-121-3722x6719,Museum/gallery curator,5,29.99,0,1,Rural,1,Web,No Offer,0,1.3028969862018442
Zachary Moore,222 Jeffery Well Apt. 027,Ariasfort,64710,001-310-012-8489,Petroleum engineer,5,439.26,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.8162083520324299
Brian Marsh,1823 Wong Wall Apt. 163,Christopherburgh,79462,246.166.0101,English as a foreign language teacher,8,64.16,0,1,Surburban,0,Web,Buy One Get One,0,1.7663247844496497
Xavier Mueller,921 Mary Fords Apt. 518,North Joshua,99700,296-658-1840x436,Market researcher,5,29.99,0,1,Surburban,0,Web,No Offer,1,2.568311039927624
Mike Wilson,611 Hernandez Heights,Johnsonmouth,24170,001-497-168-8955x22411,Associate Professor,6,29.99,0,1,Urban,1,Web,Discount,0,0.8540425343774489
Heather Brown,821 Richard Harbors,Osborneton,35953,+1-195-118-3279,Public affairs consultant,2,591.95,0,1,Urban,1,Multichannel,Buy One Get One,0,0.7013033187361493
Mackenzie Harris,3337 Hughes Falls Apt. 280,Lisaville,40101,964-193-3121,Forest/woodland manager,8,130.31,1,0,Surburban,1,Phone,No Offer,0,0.6408791563026687
Patrick Collins,137 Holly Inlet Apt. 502,Hicksshire,18247,891-632-0179x885,Associate Professor,3,65.26,1,0,Urban,0,Web,Discount,1,2.2861113043864103
Sandra Barnes,7729 Jones Row Apt. 135,Lake Elizabethhaven,70026,(282)905-3957x99530,Economist,10,132.46,1,0,Urban,0,Phone,Buy One Get One,0,1.1874654411889662
Sean Calhoun,86755 Jamie Estates,Port Michaelmouth,75262,733.747.3184x438,"Scientist, research (maths)",4,225.89,1,1,Rural,1,Web,Buy One Get One,0,1.1470010376249675
Sarah Pacheco,940 Adrian Walk,Hernandezhaven,64973,+1-134-813-0522x27392,"Conservation officer, historic buildings",2,115.56,0,1,Surburban,1,Web,No Offer,0,1.1067859565393317
Megan Yu,973 Amanda Keys,Debraburgh,36012,001-997-464-9205x2028,Housing manager/officer,8,104.94,0,1,Urban,0,Phone,No Offer,0,1.2738710005882565
Miranda Blackwell,41078 Todd Crossing Apt. 502,Russellchester,44791,001-798-553-8287x488,Adult nurse,7,69.44,1,0,Rural,0,Web,Discount,1,2.478776261749207
Tamara Cooper,7940 Walker Road,Justinhaven,50319,347.665.5705,Radio broadcast assistant,10,47.47,0,1,Surburban,0,Phone,Buy One Get One,0,0.7375541003229111
Jesse Harper,107 Andrew Village Suite 963,East Kaylashire,14163,+1-272-826-3951x2028,Occupational therapist,1,215.08,0,1,Surburban,0,Web,Buy One Get One,1,1.8200551457740444
Joshua Johnson,14824 Shields Flats Apt. 504,Cynthiaborough,31888,001-357-643-6605x248,"Civil engineer, consulting",2,224.89,1,1,Urban,0,Multichannel,No Offer,0,0.6408703497397428
Andrew Ayala,00817 Edwards Hill Suite 993,West Lorichester,97272,907-109-1083,Psychiatric nurse,9,201.75,1,1,Surburban,0,Phone,Buy One Get One,0,1.1670646683834787
Rhonda Lloyd,13804 Cheryl Highway,Lake Troy,18235,001-833-978-3459x962,Comptroller,5,354.03,1,0,Urban,0,Web,Discount,0,0.35811259433874554
Beverly Thompson,5911 Mark Mount,East Allisonbury,69531,(726)552-4001,Agricultural consultant,10,151.43,1,0,Urban,0,Web,No Offer,0,1.1181999346670422
Morgan Evans,910 Soto Hills,Freemanhaven,95833,805.266.3156x03436,"Scientist, research (maths)",11,120.14,1,0,Urban,0,Web,Discount,0,0.535475433904377
Eric Brown,17829 Thompson Stream Suite 026,Katherineton,73810,(207)191-2811,Pension scheme manager,5,159.41,0,1,Surburban,1,Phone,Buy One Get One,1,1.5116365118938389
Nicholas Elliott,1400 Marcia Fall Suite 621,Heatherport,39699,956.414.2232x481,Charity officer,5,290.86,1,0,Urban,1,Web,No Offer,0,0.5876375591513217
Debra Clayton,8664 Sanders Meadow,Lake Matthewtown,65656,744-753-4632x904,Airline pilot,4,87.2,0,1,Surburban,1,Phone,Buy One Get One,1,1.5589537390741852
Emily Norris,2933 Amber Mews Suite 934,Coltonberg,95017,(729)177-3108,Claims inspector/assessor,11,81.06,1,0,Urban,0,Web,Discount,0,0.8777967640646818
Terrence Long,67039 Gonzalez Corners,Davidborough,75105,057-726-2060x7501,Ophthalmologist,10,55.11,1,0,Urban,1,Web,Discount,0,1.2263576602969575
William Hayes,3421 Love Spurs Apt. 952,Carlosside,83772,(220)715-8159x644,Management consultant,1,513.83,0,1,Surburban,1,Multichannel,Discount,0,0.7964156617537725
Jeanette Valdez,90577 Marissa Isle Suite 500,West Christine,74756,001-277-204-7605x60742,Ophthalmologist,4,770.38,0,1,Rural,1,Multichannel,No Offer,0,0.790333751090663
Richard Ponce,98891 Matthews Summit,Codyshire,58205,722.243.9437,"Teacher, English as a foreign language",1,33.5,1,0,Surburban,0,Web,Discount,0,0.617730999779244
Gregory Franklin,3254 Jaime Spur Apt. 846,North Kelseychester,59398,(788)561-8372x005,Medical laboratory scientific officer,2,56.25,1,0,Surburban,1,Phone,Discount,0,0.40761906765291744
Samuel Smith,65661 Davis Terrace Suite 325,Port Travis,72755,768-401-6119,"Administrator, sports",2,1093.92,1,1,Surburban,1,Web,No Offer,0,0.5396228176676368
Crystal Nguyen,0288 Sarah Run Suite 637,Brooksbury,37047,531-024-8990x385,Make,1,752.8,1,1,Urban,1,Phone,No Offer,0,1.1503849075716184
Ashley Scott,2828 Sanchez Village,West Kimberly,65403,(883)528-2608,Trade union research officer,2,199.95,1,0,Surburban,1,Phone,No Offer,0,0.5636217291453007
Darlene Mendoza,043 Melissa Corners,New Bradleyland,90007,+1-165-935-9684,"Geologist, engineering",9,239.91,0,1,Rural,0,Phone,No Offer,0,1.5549560866572594
Jacob Gibson,1930 Lane Drive Apt. 296,Lake Darrell,48769,001-381-140-9364x79316,Primary school teacher,8,43.16,0,1,Urban,1,Phone,No Offer,0,1.1808063117081657
James Bradley,41537 Eric Isle Apt. 983,Port Katieberg,40970,668-966-1885,Financial adviser,2,418.81,0,1,Surburban,0,Multichannel,No Offer,0,1.297487985444614
David Underwood,975 Howard Forge Suite 310,East Jason,20791,(068)197-0393x02132,Fine artist,9,318.52,0,1,Urban,0,Web,Buy One Get One,0,1.1101995667894407
Courtney Allen,359 Graham Island,Lake Rebecca,50408,(478)404-0444x71817,"Designer, blown glass/stained glass",1,109.26,0,1,Surburban,1,Web,Buy One Get One,1,2.3183244833806103
Vincent Morales,89403 Spence Lake Suite 815,Johnsonmouth,46065,(941)314-8783x46548,Accommodation manager,3,67.4,1,0,Surburban,0,Web,Discount,0,0.9360124404497738
Daniel Bates,589 Gray Keys,Erikaland,07782,+1-032-312-9375,Psychiatrist,9,135.02,1,0,Surburban,1,Web,Buy One Get One,0,1.006840118690785
Bradley Moore,564 Lane Dam,East Amanda,27996,766-777-9077x7577,Environmental consultant,10,54.25,0,1,Surburban,0,Web,Discount,0,1.0718144703123613
Holly Sanchez,0624 Harper Shores Suite 954,New Dianastad,96381,516.131.4992x342,"Sales professional, IT",3,55.34,1,0,Surburban,1,Phone,Buy One Get One,0,1.5646650083007851
Frank Allen,5845 Megan Creek Apt. 212,South Joelberg,44639,(547)651-7410x251,"Designer, television/film set",4,297.8,1,1,Urban,0,Phone,Buy One Get One,1,2.379341470589967
David Lewis,80261 John Locks,New Donna,56540,336.603.2544,Clothing/textile technologist,4,146.49,0,1,Surburban,0,Phone,Buy One Get One,0,0.3333065017253708
Patrick Houston,341 Kayla Ranch Suite 997,Williamville,33772,683-530-4368x427,Dietitian,7,329.26,0,1,Urban,0,Web,Discount,0,1.1840855448229866
Margaret Wagner,078 Robert Bridge,South Melanieburgh,60256,622.872.7022,"Psychotherapist, child",1,29.99,1,0,Rural,1,Phone,Discount,0,1.2938985585997278
Ashley Greer,866 Anthony Place,West Amy,44937,381.364.4096,"Administrator, Civil Service",4,249.61,0,1,Urban,1,Phone,Buy One Get One,0,0.8781093870724439
Maria Weiss,71033 Emily Glen Suite 074,North Alexaville,94566,(440)121-6909,Armed forces technical officer,5,39.52,1,0,Surburban,1,Phone,Discount,0,1.2680598023907346
Rebecca Allen MD,103 Crawford Cliffs Apt. 918,Lake Shellybury,31912,694-599-4812,Financial adviser,1,307.58,1,0,Surburban,0,Multichannel,No Offer,0,1.2101028248028083
Cynthia Elliott,208 Karen Ports Suite 553,South Richard,32546,180.981.2117x17382,Chartered accountant,6,92.32,0,1,Urban,0,Phone,Discount,0,0.6894007838138201
Laurie Delgado,65382 Alexis Flats,North Lisaburgh,10324,+1-541-707-0218x1063,Office manager,6,464.17,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.41063547248522003
Rebecca Bowen,9734 Sara Meadow Suite 831,Terriberg,30016,924-764-1548,Stage manager,6,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.9198564498712851
John Wallace,6124 Bailey Rapid Apt. 015,West Melissaberg,86191,+1-367-054-9648x3438,Outdoor activities/education manager,2,435.33,0,1,Surburban,0,Web,Buy One Get One,0,1.1537953116956783
Michael Murphy,756 Smith Glens,Glennview,57454,021-818-3087,"Engineer, manufacturing systems",10,375.9,0,1,Urban,0,Web,Discount,0,0.6700217773895962
Jacqueline Clark,6837 Davis Ports Suite 687,South Maxwellshire,75650,363.534.8631x71944,"Exhibitions officer, museum/gallery",9,29.99,1,0,Urban,0,Web,Discount,0,1.2351154833220508
Heather Mahoney,666 Thompson Stravenue,Port Loriview,25444,001-699-835-7121x384,"Conservator, furniture",9,220.51,1,0,Urban,0,Multichannel,Discount,0,1.3719169976795527
Anthony Lara,323 Ernest Curve Suite 387,Bauerfort,26346,112-066-5287x9221,Hospital doctor,5,180.28,0,1,Surburban,0,Phone,Buy One Get One,0,1.7677328494968
Stephanie Martinez,57302 John Islands,Port Gary,15356,054.374.8804x302,Manufacturing engineer,6,78.69,0,1,Surburban,0,Phone,Discount,0,0.6903940663740666
Joshua Turner,50693 Ruiz Junction,Freemanbury,60632,(071)996-9702,Music tutor,2,350.48,1,0,Urban,1,Web,Buy One Get One,0,0.7318079509406155
Rachel Davis,33497 Matthew Plains Apt. 385,Port Benjaminmouth,05115,(797)300-0932x436,Computer games developer,3,376.14,1,0,Surburban,0,Phone,No Offer,0,0.7023633270678957
Lauren Brown,346 Powell Springs,South Heather,59704,8380919800,Chartered loss adjuster,1,179.63,1,0,Surburban,0,Phone,Discount,1,2.321422461705128
Melissa Serrano,13371 Brian Ford Suite 549,Port Kimberly,17821,988-872-2409x69651,Nature conservation officer,6,164.51,1,0,Surburban,0,Phone,Buy One Get One,1,2.250719401323397
Timothy Cole,55339 Schultz Stream Suite 207,Ashleyside,30541,001-584-109-4337,Risk manager,8,59.76,0,1,Urban,1,Web,Discount,0,1.1648644233522614
Stephen Hamilton,80043 Mitchell Meadows,Stephanieshire,23306,937-911-6079,Public librarian,11,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.0116525689706057
Olivia Hodges,804 Kimberly Groves Suite 226,Port Melissastad,38949,001-720-662-7713x3993,Armed forces technical officer,2,407.64,0,1,Urban,1,Web,Buy One Get One,0,0.7905538838628983
Kathryn Williams,5331 Marshall Vista Suite 068,Morenohaven,15225,017.136.2652x227,"Embryologist, clinical",1,143.0,0,1,Urban,0,Phone,Buy One Get One,0,0.547945764769876
Tyler Ward,194 Derek Court Apt. 302,Port Michael,21496,914.598.3787x3488,English as a foreign language teacher,4,320.17,0,1,Urban,1,Phone,Discount,0,0.5653683180673758
James Russell,9389 Sarah Locks Apt. 621,Timothyport,52923,825-362-3380x4928,Control and instrumentation engineer,1,103.07,1,0,Surburban,0,Web,Discount,0,1.4461735047753848
Katrina Miller,1731 Johnson Mews Suite 153,New Jason,16794,175.286.5926,"Surveyor, building",10,35.84,1,0,Urban,1,Phone,No Offer,0,1.322227049924544
Tabitha Ayala,45392 Fisher Junctions,West Anthony,16552,(047)028-9913,Comptroller,3,190.66,0,1,Surburban,1,Web,Buy One Get One,0,1.2618362064995239
John Lopez,657 Young Ridges,East Jesus,84656,361-831-4662x88539,Maintenance engineer,2,90.91,1,0,Surburban,0,Web,Discount,0,1.230138998201203
Jordan Monroe,9918 Saunders Harbor Apt. 430,West Megan,19989,(148)960-3248x101,Chief Technology Officer,5,215.03,0,1,Urban,1,Web,No Offer,0,1.071920380622641
Zachary Cooper,9057 Cynthia Estates,Samanthaburgh,88880,+1-040-506-1570x9467,"Designer, television/film set",1,856.4,0,1,Urban,1,Web,No Offer,0,0.48552575422716615
Jared Rodriguez,107 Montes Fort Suite 831,Barreraton,75751,377.976.3755x4629,Geophysical data processor,10,139.83,1,0,Urban,1,Phone,Discount,0,0.4573090906206081
Peter Brooks,8693 Evans Springs Suite 158,Emmaview,36632,517.770.3379x54803,"Accountant, chartered certified",10,245.09,1,0,Urban,0,Multichannel,No Offer,0,1.1267432715662078
Aaron Zimmerman,912 Ward Centers Suite 168,Smithfurt,80868,+1-610-403-9002x6523,Sports development officer,6,127.2,0,1,Surburban,0,Phone,No Offer,0,1.6461652167543268
Michael Powell,38537 Phelps Causeway,Lake Steveport,52435,001-289-949-5758x841,Chief Technology Officer,1,470.65,1,0,Urban,0,Phone,Discount,0,0.3561676876646821
Tracy Marshall,75164 Hernandez Meadows Apt. 882,Chavezland,26679,010.207.3215x26221,"Surveyor, quantity",1,59.13,1,0,Urban,1,Web,Discount,0,1.3124514897277062
Anthony Cole,596 Stacy Forks Apt. 825,Robertberg,25331,001-762-107-1318x262,Pension scheme manager,3,327.1,1,0,Surburban,1,Web,No Offer,0,1.2283997475554036
Keith Rogers,227 Martin Prairie Apt. 513,New Christopher,50488,+1-400-773-6400x184,Theatre manager,1,399.72,1,1,Surburban,0,Phone,Discount,1,2.1642206457137636
Jeffery Bauer,0567 Frederick Mountain Suite 617,Tylerville,57084,+1-245-240-5173x75235,"Horticulturist, commercial",3,29.99,1,0,Urban,0,Phone,No Offer,0,0.5196378171497553
Kevin Walker,7605 Maria Inlet,Ashleyland,52721,435.481.5379x843,Dancer,6,398.03,1,1,Surburban,0,Phone,No Offer,0,0.9907480100485103
Andrea Carter,51937 Jeremy Port,East Lisaborough,16427,001-764-759-6922x7241,Advice worker,4,134.24,0,1,Urban,0,Web,Discount,1,2.130648077119542
Maria Gardner,920 Theresa Route Apt. 639,Joneston,33976,869-896-7877,Emergency planning/management officer,10,290.55,0,1,Surburban,0,Web,Discount,0,1.1954331270911913
Nicole Fernandez,4861 Davis Pike,North Deborah,17149,640-583-9389,Editorial assistant,7,29.99,1,0,Surburban,0,Web,No Offer,0,0.648556584545207
Matthew Pearson,1268 Tammy Shores,Cheyenneberg,03568,001-071-369-5555x42357,Music therapist,4,87.69,1,0,Surburban,0,Web,Discount,0,0.65145443060523
Kelly Davenport,71374 Justin Lakes Apt. 987,East Stevenport,80218,(596)490-3933x7623,"Accountant, chartered certified",10,335.77,0,1,Rural,0,Multichannel,Buy One Get One,0,0.8649968237316009
Trevor Martinez,130 Oconnell Street,South Daniel,48601,276-091-9594x30479,Software engineer,12,465.37,0,1,Rural,1,Multichannel,No Offer,0,0.8863726394778806
Caleb Pineda,26679 Roberts Harbor Apt. 867,South Jill,55063,596-392-9948x63194,Hospital pharmacist,12,75.26,1,0,Urban,1,Phone,Buy One Get One,0,1.2692179502707885
Kevin Barber,9418 Robinson Fields,New Rebecca,49969,640-213-2788x5053,Metallurgist,10,327.18,0,1,Urban,0,Phone,Buy One Get One,0,0.7077088383223353
Rebecca Maxwell,40465 Deanna Radial,Carpenterville,84263,(970)578-9459,Politician's assistant,1,188.89,0,1,Surburban,1,Web,No Offer,0,1.1953150431935873
Katherine Welch,7329 Jesse Burgs Suite 883,North Susan,95891,+1-113-107-8009x3054,Office manager,4,49.8,1,0,Urban,1,Web,Discount,0,1.4378310639262002
Jennifer Allen,74630 Best Islands,South Ritatown,91461,830-969-5556x21800,Civil Service administrator,7,688.51,1,1,Rural,1,Multichannel,Buy One Get One,0,0.4054162282493906
Tyler Fisher,26673 Victoria Terrace,Nortonhaven,07696,(753)623-4168,Press photographer,3,229.42,0,1,Rural,0,Multichannel,No Offer,0,0.9241103274541522
John Johnson,609 Michael Village Suite 245,Gibsonbury,96989,001-274-541-6666x6225,Insurance underwriter,1,253.18,0,1,Surburban,0,Multichannel,Discount,0,1.2409401637530593
Heather Williams,0951 Case Knoll,New Marcus,08613,+1-218-381-7681x096,Hotel manager,2,156.4,0,1,Surburban,0,Web,Discount,0,0.9385797237029339
